PROB,FILE
0.42289501428604126,[b'data/processed/validation_initial/24_5288_F_0_.jpg']
0.45065346360206604,[b'data/processed/validation_initial/19_1866_F_0_.jpg']
0.6338341236114502,[b'data/processed/validation_initial/10_1541_F_1_.jpg']
0.6973822712898254,[b'data/processed/validation_initial/26_1921_F_0_.jpg']
0.5402404069900513,[b'data/processed/validation_initial/10_2261_F_1_.jpg']
0.426887184381485,[b'data/processed/validation_initial/28_3500_F_0_.jpg']
0.6372614502906799,[b'data/processed/validation_initial/12_6093_F_1_.jpg']
0.48097190260887146,[b'data/processed/validation_initial/42_9149_F_1_.jpg']
0.5438899397850037,[b'data/processed/validation_initial/24_4796_F_1_.jpg']
0.26549994945526123,[b'data/processed/validation_initial/9_8641_F_0_.jpg']
0.6262131929397583,[b'data/processed/validation_initial/10_1004_F_1_.jpg']
0.5409706830978394,[b'data/processed/validation_initial/19_4809_F_1_.jpg']
0.5187975168228149,[b'data/processed/validation_initial/37_921_F_0_.jpg']
0.7305560111999512,[b'data/processed/validation_initial/26_1287_F_1_.jpg']
0.6620224714279175,[b'data/processed/validation_initial/12_1409_F_1_.jpg']
0.4742802381515503,[b'data/processed/validation_initial/19_4813_F_1_.jpg']
0.653658390045166,[b'data/processed/validation_initial/12_6016_F_1_.jpg']
0.4107169508934021,[b'data/processed/validation_initial/28_1359_F_0_.jpg']
0.3114968538284302,[b'data/processed/validation_initial/52_568_F_0_.jpg']
0.1831834316253662,[b'data/processed/validation_initial/52_3694_F_0_.jpg']
0.4534137547016144,[b'data/processed/validation_initial/10_2112_F_1_.jpg']
0.6477256417274475,[b'data/processed/validation_initial/9_4075_F_0_.jpg']
0.5510277152061462,[b'data/processed/validation_initial/10_2425_F_1_.jpg']
0.4459111988544464,[b'data/processed/validation_initial/19_1211_F_0_.jpg']
0.25748005509376526,[b'data/processed/validation_initial/52_1239_F_0_.jpg']
0.46665433049201965,[b'data/processed/validation_initial/19_1661_F_0_.jpg']
0.5584137439727783,[b'data/processed/validation_initial/41_2245_F_0_.jpg']
0.31135866045951843,[b'data/processed/validation_initial/45_4643_F_0_.jpg']
0.6261945962905884,[b'data/processed/validation_initial/10_4118_F_1_.jpg']
0.6801335215568542,[b'data/processed/validation_initial/41_3104_F_1_.jpg']
0.5619534850120544,[b'data/processed/validation_initial/10_3835_F_1_.jpg']
0.37863150238990784,[b'data/processed/validation_initial/45_4452_F_0_.jpg']
0.41213616728782654,[b'data/processed/validation_initial/42_9385_F_1_.jpg']
0.31474000215530396,[b'data/processed/validation_initial/19_3875_F_0_.jpg']
0.7220998406410217,[b'data/processed/validation_initial/26_1306_F_1_.jpg']
0.37246277928352356,[b'data/processed/validation_initial/45_3961_F_0_.jpg']
0.44360923767089844,[b'data/processed/validation_initial/36_1725_F_0_.jpg']
0.7361040711402893,[b'data/processed/validation_initial/26_1757_F_1_.jpg']
0.5225245356559753,[b'data/processed/validation_initial/24_1068_F_0_.jpg']
0.382929265499115,[b'data/processed/validation_initial/42_9521_F_1_.jpg']
0.7287406325340271,[b'data/processed/validation_initial/26_667_F_1_.jpg']
0.364021897315979,[b'data/processed/validation_initial/42_9495_F_1_.jpg']
0.7012661099433899,[b'data/processed/validation_initial/10_4228_F_1_.jpg']
0.7244082689285278,[b'data/processed/validation_initial/12_1030_F_1_.jpg']
0.3151828646659851,[b'data/processed/validation_initial/9_8434_F_0_.jpg']
0.5517858266830444,[b'data/processed/validation_initial/10_884_F_1_.jpg']
0.38151881098747253,[b'data/processed/validation_initial/45_3418_F_0_.jpg']
0.32969486713409424,[b'data/processed/validation_initial/52_2488_F_0_.jpg']
0.25609955191612244,[b'data/processed/validation_initial/19_1336_F_0_.jpg']
0.4192099869251251,[b'data/processed/validation_initial/9_3765_F_0_.jpg']
0.35094982385635376,[b'data/processed/validation_initial/9_5612_F_0_.jpg']
0.7867420315742493,[b'data/processed/validation_initial/12_984_F_1_.jpg']
0.43463218212127686,[b'data/processed/validation_initial/40_4054_F_0_.jpg']
0.33640140295028687,[b'data/processed/validation_initial/45_4098_F_0_.jpg']
0.6450352668762207,[b'data/processed/validation_initial/26_2302_F_0_.jpg']
0.391501247882843,[b'data/processed/validation_initial/2_4085_F_0_.jpg']
0.5677275061607361,[b'data/processed/validation_initial/9_7626_F_0_.jpg']
0.39784666895866394,[b'data/processed/validation_initial/20_1819_F_1_.jpg']
0.41719064116477966,[b'data/processed/validation_initial/52_2271_F_0_.jpg']
0.6536278128623962,[b'data/processed/validation_initial/12_6000_F_1_.jpg']
0.4739397168159485,[b'data/processed/validation_initial/28_3599_F_1_.jpg']
0.32978615164756775,[b'data/processed/validation_initial/19_93_F_0_.jpg']
0.3693621754646301,[b'data/processed/validation_initial/42_9690_F_1_.jpg']
0.7053349614143372,[b'data/processed/validation_initial/26_1281_F_1_.jpg']
0.6467918157577515,[b'data/processed/validation_initial/26_302_F_0_.jpg']
0.40252310037612915,[b'data/processed/validation_initial/36_1617_F_0_.jpg']
0.28062140941619873,[b'data/processed/validation_initial/21_3897_F_1_.jpg']
0.6256501078605652,[b'data/processed/validation_initial/19_3556_F_1_.jpg']
0.6476314067840576,[b'data/processed/validation_initial/12_1074_F_1_.jpg']
0.5049536824226379,[b'data/processed/validation_initial/10_2710_F_1_.jpg']
0.5512458086013794,[b'data/processed/validation_initial/12_5514_F_1_.jpg']
0.5906033515930176,[b'data/processed/validation_initial/10_1468_F_1_.jpg']
0.5003145337104797,[b'data/processed/validation_initial/10_2602_F_1_.jpg']
0.48527246713638306,[b'data/processed/validation_initial/40_3435_F_0_.jpg']
0.453580379486084,[b'data/processed/validation_initial/42_7043_F_0_.jpg']
0.6131218671798706,[b'data/processed/validation_initial/26_1066_F_0_.jpg']
0.4073270857334137,[b'data/processed/validation_initial/9_835_F_0_.jpg']
0.356463223695755,[b'data/processed/validation_initial/45_3656_F_0_.jpg']
