PROB,FILE
0.35627472400665283,[b'data/Coins_Faces/lesson7/pre8/single_faces/peter/677_14.jpg']
0.4018796384334564,[b'data/Coins_Faces/lesson1/pre5/single_faces/peter/19_1.jpg']
0.4135138988494873,[b'data/Coins_Faces/lesson3/pre4/single_faces/peter/592_2.jpg']
0.3557758033275604,[b'data/Coins_Faces/lesson3/pre1/single_faces/peter/130_5.jpg']
0.29682332277297974,[b'data/Coins_Faces/lesson3/pre7/single_faces/peter/315_7.jpg']
0.3611871898174286,[b'data/Coins_Faces/lesson7/pre8/single_faces/peter/467_7.jpg']
0.33597251772880554,[b'data/Coins_Faces/lesson1/pre1/single_faces/peter/164_2.jpg']
0.3763642907142639,[b'data/Coins_Faces/lesson7/pre3/single_faces/peter/117_11.jpg']
0.3565084934234619,[b'data/Coins_Faces/lesson7/pre1/single_faces/peter/583_13.jpg']
0.36404556035995483,[b'data/Coins_Faces/lesson1/pre6/single_faces/peter/104_11.jpg']
0.34456542134284973,[b'data/Coins_Faces/lesson7/pre8/single_faces/peter/437_11.jpg']
0.3653489053249359,[b'data/Coins_Faces/lesson1/pre7/single_faces/peter/262_3.jpg']
0.5583306550979614,[b'data/Coins_Faces/lesson1/pre8/single_faces/peter/77_4.jpg']
0.3976718783378601,[b'data/Coins_Faces/lesson7/pre4/single_faces/peter/155_8.jpg']
0.4206984341144562,[b'data/Coins_Faces/lesson7/pre1/single_faces/peter/147_5.jpg']
0.4503136873245239,[b'data/Coins_Faces/lesson1/pre5/single_faces/peter/117_10.jpg']
0.3359270691871643,[b'data/Coins_Faces/lesson7/pre1/single_faces/peter/40_9.jpg']
0.41557857394218445,[b'data/Coins_Faces/lesson7/pre1/single_faces/peter/201_10.jpg']
0.3729795813560486,[b'data/Coins_Faces/lesson1/pre5/single_faces/peter/341_4.jpg']
0.40519168972969055,[b'data/Coins_Faces/lesson3/pre4/single_faces/peter/106_5.jpg']
0.3448828160762787,[b'data/Coins_Faces/lesson2/pre6/single_faces/peter/36_3.jpg']
0.4376962184906006,[b'data/Coins_Faces/lesson3/pre8/single_faces/peter/80_10.jpg']
0.4305879771709442,[b'data/Coins_Faces/lesson3/pre5/single_faces/peter/105_5.jpg']
0.43143409490585327,[b'data/Coins_Faces/lesson2/pre7/single_faces/peter/167_7.jpg']
0.3928226828575134,[b'data/Coins_Faces/lesson1/pre5/single_faces/peter/267_0.jpg']
0.3880499005317688,[b'data/Coins_Faces/lesson7/pre6/single_faces/peter/23_8.jpg']
0.41246697306632996,[b'data/Coins_Faces/lesson2/pre2/single_faces/peter/118_1.jpg']
0.3461499810218811,[b'data/Coins_Faces/lesson2/pre4/single_faces/peter/304_4.jpg']
0.3740676939487457,[b'data/Coins_Faces/lesson1/pre4/single_faces/peter/67_9.jpg']
0.29746371507644653,[b'data/Coins_Faces/lesson2/pre2/single_faces/peter/206_6.jpg']
0.41791263222694397,[b'data/Coins_Faces/lesson2/pre8/single_faces/peter/347_3.jpg']
0.2788142263889313,[b'data/Coins_Faces/lesson1/pre1/single_faces/peter/87_12.jpg']
0.3720981180667877,[b'data/Coins_Faces/lesson2/pre6/single_faces/peter/72_4.jpg']
0.38211098313331604,[b'data/Coins_Faces/lesson7/pre3/single_faces/peter/457_12.jpg']
0.34218063950538635,[b'data/Coins_Faces/lesson7/pre2/single_faces/peter/151_10.jpg']
